Date;Feed Time;Come Back to Eat;Food Type;Brand;Description;Amount(g);Left Amount(g);Total Ate Amount(g);Hungry;Love;Result;Note;Weight(kg)
2025-11-24;01:45;11:59, 13:30, 14:44,;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);21.9;12.9;9.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-11-24;07:50;-;Wet;ciao;綜合海鮮慕斯啾嚕杯 nc-96 雞柳;60.0;46.8;13.2;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-11-24;07:50;21:33, 23:35, 5:20, 9:21, ;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);45.1;28.2;16.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-24;07:50;17:10, 18:22, 23:36, 00:54, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;53.8;37.7;16.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-24;11:00;-;Wet;ciao;多樂米濃湯罐 a-111 鮪魚+雞肉+干貝;80.0;80.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;聞一聞, 撥沙;
2025-11-24;13:40;5:22, ;Wet;sheba;金罐 鮪魚及白身魚(湯汁);85.0;39.2;45.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-11-25;01:50;10:47, ;Kibble;自然小貓;低碳無穀凍乾糧系列 - 雞肉全貓配方(試吃包);20.8;19.7;1.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-25;01:50;-;Wet;禮加樂 regalos;鮪魚雞肉罐頭;80.0;45.8;34.2;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-11-25;01:50;10:49, 14:47, 15:30, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;23.2;10.7;12.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-25;08:40;5:18, ;Kibble;自然小貓;低碳無穀凍乾糧系列 - 雞肉全貓配方(試吃包);50.9;48.7;2.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-25;08:40;00:16, 8:54, ;Wet;ciao;ic-506 貓用極致濃湯肉塊餐包- 雞肉+干貝 x2;60.0;22.4;37.6;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-11-25;08:40;18:04, 21:39, 00:14, 3:41, 8:53, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;42.8;15.5;27.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-25;10:45;-;Wet;mon petit 貓倍麗;嚴選金罐特選汁煮鮪魚大餐(特選吞拿魚);85.0;46.2;38.8;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-11-26;01:00;-;Wet;ciao;ic-239 鰹魚燒晚餐包 鰹魚+鮭魚+干貝;50.0;41.6;8.4;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;5:30 有攻擊人;
2025-11-26;01:00;9:13, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;20.0;19.3;0.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-26;01:00;-;Kibble;法麗;真肉配方 鴨肉主食 腸胃呵護;21.3;21.3;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-11-26;07:15;00:37, 3:35,;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(800g包裝);21.7;14.9;6.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-26;08:20;00:39,;Wet;ciao;ic49 多樂米雞肉沾醬 20g x2;40.0;2.1;37.9;🔺 No, not really. Ate A Little;💕 Love it So Much;🔺 - 💕;"";
2025-11-26;08:20;18:12, 19:57, 3:37,;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;50.8;24.4;26.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-26;12:00;22:44, 3:38,;Wet;ciao;imc-222 果凍杯 鮪魚+雞肉+干貝 x2;70.0;23.6;46.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-11-27;01:20;-;Wet;tuna;愛貓天然食 白身鮪魚+蝦肉;70.0;46.9;23.1;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-11-27;01:20;14:10, 00:58, 1:49, 5:45, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;21.8;6.7;15.1;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-11-27;01:20;-;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(800g包裝);22.3;22.3;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-11-27;06:10;15:15, 15:39, 18:55, 20:46, 21:44,  1:48, ;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);52.0;40.0;12.0;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-27;07:25;15:40,;Wet;ciao;tsc-42z 貓用肉泥寒天果凍 鮪魚+沙丁魚 x2;70.0;35.1;34.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-11-27;11:15;00:59, 5:46;Wet;ciao;a-113 多樂米濃湯罐 鰹魚+雞肉+柴魚片;80.0;25.6;54.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-11-28;00:25;23:26,;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);21.0;14.6;6.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-28;00:25;13:29,;Wet;ciao;ic-311 巧餐包 奢華鮪魚+雞肉 x2;70.0;44.4;25.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-11-28;00:25;13:27, 16:01, 16:50, 18:27, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;31.3;12.8;18.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-28;10:50;20:51, 1:32, 5:15;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;33.9;10.4;23.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-28;10:50;20:52, 23:28, 1:33, 5:18,;Wet;mon petit 貓倍麗;嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);85.0;31.9;53.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-11-29;01:00;19:00, 20:55, 8:29, ;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);30.9;15.0;15.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-29;01:00;-;Wet;axia;新金罐濃厚3號  鮪魚+吻仔魚;70.0;36.7;33.3;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-11-29;01:00;4:31,;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;20.7;8.8;11.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-29;07:00;-;Kibble;kaniva 卡咪哇;無穀全齡貓 雞, 鮪, 米配方;42.9;42.9;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-11-29;07:00;-;Wet;海兒廚房;朝市場貓用餐包 鰹魚+白身魚口味;60.0;60.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;聞一聞, 撥沙;
2025-11-29;07:30;4:33, 8:31, ;Wet;ciao;啾嚕奢華果凍杯 tsc-46 雞肉+干貝 x2;70.0;40.3;29.7;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-11-29;11:00;-;Wet;ciao;旨定罐-奢華系列 a-145(柴魚片+鮪魚+雞肉);80.0;44.9;35.1;❌ No, not interested;❌ No!!!;❌ - ❌;換地方後, 先吃乾乾, 就開始吃罐頭了;
2025-11-30;01:20;-;Wet;sheba;金罐 鮮煮雞胸肉 湯汁;85.0;50.8;34.2;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-11-30;01:20;10:31, 16:43, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;23.4;14.3;9.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-30;01:20;-;Kibble;自然小貓;低碳無穀凍乾糧系列 - 鮮魚佐鮭魚全貓配方(試吃包);21.3;21.3;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-11-30;01:20;10:31, 1:15, ;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);21.4;20.8;0.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-30;09:00;-;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);36.8;30.5;6.3;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-11-30;09:00;-;Wet;禮加樂 regalos;濃郁鮪魚罐頭;80.0;48.1;31.9;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-11-30;09:00;19:33, 00:19, 1:16, 5:14, 7:18, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;34.5;9.7;24.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-11-30;12:40;1:17, 5:15, 7:20, ;Wet;ciao;多樂米濃湯罐 a-43 (雞肉+鮪魚+蟹肉);80.0;28.4;51.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-12-01;02:10;-;Wet;cate;貓餐包 雞肉 (泰國);70.0;70.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-01;02:10;5:47,;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);16.4;14.7;1.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-01;02:10;-;Wet;atas cat 愛達思;鮮嫩雞肉+蟹肉;80.0;53.3;26.7;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-12-01;02:10;12:28, 16:11,;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;21.3;9.2;12.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-01;09:25;5:48,;Wet;ciao;imc-221 果凍杯 鮪魚+雞肉 x2;70.0;31.4;38.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-01;09:25;00:30, 3:25, 5:47,;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;49.8;28.0;21.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-02;01:01;-;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);22.0;22.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-02;01:01;16:55, ;Wet;ciao;ic-312 巧餐包 奢華干貝+鮪魚+雞肉 x2;70.0;39.2;30.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-02;01:01;-;Kibble;kaniva 卡咪哇;全齡室內貓配方;44.0;44.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-02;01:01;16:54, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;22.4;15.2;7.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-02;11:20;-;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);52.5;52.5;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-02;11:20;19:20, 20:11, 23:18, 1:07, 3:31, 8:26;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;43.6;10.8;32.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-02;11:20;23:21, 5:30, 8:28,;Wet;mon petit 貓倍麗;嚴選金罐角切鮮鮪魚(角切吞拿魚塊);85.0;41.9;43.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-03;02:00;-;Wet;歐哈吶;無穀貓湯罐 雞肉;80.0;53.7;26.3;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;19:50 有吐, 吐出食物原型/20:25 吐, 吐出肉泥;
2025-12-03;02:00;10:47, 16:07, 17:13, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;20.2;8.3;11.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-03;09:17;4:04, 6:16, ;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(800g包裝);24.9;19.8;5.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-03;09:17;-;Wet;ciao;多樂米燒鰹魚濃湯罐 a-48 燒鰹魚+雞肉+柴魚片;80.0;49.0;31.0;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-12-03;09:17;20:39, 4:04, 6:17,;Wet;ciao;旨定濃湯罐系列 a-231(鮪魚+雞肉);75.0;7.4;67.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-12-03;09:17;19:44, 20:38, 22:19, 23:58, 1:40, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;41.4;9.2;32.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-04;01:16;-;Kibble;梅亞奶奶;鄉村天然寵糧 低敏無穀野撈鮭魚;21.0;21.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;很認真聞飼料, 但沒吃;
2025-12-04;01:16;13:34, 14:02, 16:32, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;21.7;9.0;12.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-04;01:16;14:04, ;Wet;ciao;啾嚕雪花膏 鮪魚 cs-191;80.0;34.2;45.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-04;11:10;23:57, 5:21,;Wet;oasy;雞肉佐哈姆鮮食;70.0;50.4;19.6;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-12-04;11:40;-;Wet;sheba;金罐 鮪魚及蟹肉(湯汁);85.0;58.2;26.8;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-12-04;11:40;20:44, 23:56, 2:22, 5:20, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;46.4;20.8;25.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-05;01:30;13:52, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;28.1;22.2;5.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-05;01:30;-;Wet;kisspure 親純;白身鮪魚 & 雞肉;80.0;70.0;10.0;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-12-05;01:30;-;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);17.7;17.7;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-05;07:00;-;Kibble;梅亞奶奶;私房無穀鮮嫩雞;15.3;7.2;8.1;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-05;07:00;-;Wet;ciao;啾嚕奢華果凍杯 tsc-45 雞肉;35.0;4.4;30.6;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-12-05;07:00;15:55, 2:36,;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;52.2;28.5;23.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-05;07:00;7:15,;Wet;ciao;近海罐92號 鮪魚+吻仔魚;80.0;32.4;47.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-06;02:20;12:08, ;Wet;ciao;綜合海鮮慕斯啾嚕杯 nc-94 鮪魚;60.0;22.9;37.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-06;02:20;19:39, 1:02, 3:59, 8:37, ;Kibble;曙光;無穀滋養白鮭魚食譜;20.3;12.0;8.3;❌ No, not interested;🔺 So So;❌ - 🔺;19:39=> 要拿到面前才願意吃, 再觀察看看;
2025-12-06;04:05;22:45, 8:38,;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);34.4;22.9;11.5;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-06;04:05;19:32, 00:49, 4:01, 6:06, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;21.5;1.9;19.6;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-12-06;10:35;22:46, 6:07, ;Wet;ciao;多樂米濃湯罐 a-42 ( 雞肉+鮪魚+柴魚片);80.0;32.8;47.2;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-07;01:50;-;Wet;銀湯匙;餐包 濃郁肉湯 鮪魚;60.0;35.4;24.6;💖 Yes, eat right away;❌ No!!!;💖 - ❌;15:28 => 聞一聞後, 開始撥沙;
2025-12-07;01:50;13:20, 15:28, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;20.8;11.5;9.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-07;01:50;-;Kibble;曙光;無穀滋養白鮭魚食譜;20.3;20.3;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-07;08:20;-;Wet;ciao;ic-501 貓用極致濃湯肉塊餐包 - 鮪魚+雞肉+干貝;30.0;11.8;18.2;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-12-07;10:30;2:26, 5:52, ;Wet;ciao;ic-503 貓用極致濃湯肉塊餐包- 雞肉+干貝 x3;90.0;46.9;43.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-07;10:30;20:13, 21:22, 2:23, 5:51, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;43.8;19.0;24.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-08;02:20;-;Wet;原始叢林;雞肉凍罐 雞肉+鮪魚;80.0;80.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-08;02:20;11:23, ;Kibble;自然小貓;低碳無穀凍乾糧系列 - 海鮮全貓配方(試吃包);23.5;23.0;0.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-08;02:20;-;Wet;axia;妙喵12號片狀 - 鮪, 蟹肉 mmf-12;70.0;59.6;10.4;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-12-08;02:20;10:58,;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;23.6;21.7;1.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-08;07:30;-;Wet;ciao;ic49 多樂米雞肉沾醬 20g;20.0;0.0;20.0;💖 Yes, eat right away;❌ No!!!;💖 - ❌;吃光光;
2025-12-08;07:30;17:49, 22:25, 2:46;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;38.9;20.6;18.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-08;07:30;-;Kibble;安娜美廚;極鮮 泌尿保健配方 雞肉&白魚;20.4;20.4;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-08;09:50;4:19, ;Kibble;梅亞奶奶;私房無穀鮮嫩雞;24.8;21.9;2.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-08;09:50;2:48, ;Wet;mon petit 貓倍麗;嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);85.0;53.9;31.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-09;00:45;13:18, 16:37, ;Wet;ciao;鰹魚燒晚餐包 ic-232(鰹魚+干貝);50.0;28.9;21.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-09;00:45;-;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;19.7;19.7;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-09;07:15;13:17, 23:04, 1:09, 3:13, 5:47,;Kibble;梅亞奶奶;全齡貓 鄉村鴨;51.2;36.9;14.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-09;07:15;16:36, 17:30, 3:11, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;59.6;50.8;8.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-09;12:20;23:06, 1:12, 5:48,;Wet;ciao;ic-311 巧餐包 奢華鮪魚+雞肉 x2;70.0;34.0;36.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-10;01:00;-;Kibble;origen;愛貓守護8;15.6;15.6;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-10;01:00;10:27, ;Wet;axia;金罐8號 高湯 鰹魚;70.0;50.0;20.0;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-12-10;01:00;10:25, ;Kibble;梅亞奶奶;全齡貓 鄉村鴨;21.5;19.6;1.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-10;01:00;9:02, 10:26,;Kibble;快樂貓;鮪魚雞肉貓飼料;20.9;16.1;4.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;10:26 => 拿到桌上後狂吃,;
2025-12-10;06:00;16:34, 20:12, 1:47, 3:56, 5:16, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;56.6;38.8;17.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-10;09:45;23:46, 1:49, 5:18, ;Wet;ciao;多樂米濃湯罐 a-112 鮪魚, 雞肉, 蟹肉;80.0;9.3;70.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-12-11;01:30;15:57, ;Wet;sheba;金罐 鮪魚及鮮蝦 (湯汁);85.0;47.7;37.3;💖 Yes, eat right away;🔺 So So;💖 - 🔺;1:00 門口叫，叫完跑去吃乾乾/5:30 有咬人;
2025-12-11;01:30;14:01, 15:55, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;20.0;17.4;2.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-11;01:30;20:55, 1:05, 1:28, 3:30;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;40.1;32.0;8.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-11;01:30;1:05, ;Kibble;梅亞奶奶;全齡貓 鄉村鴨;39.4;38.0;1.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-11;09:00;23:30, 1:06, ;Wet;ciao;多樂米濃湯罐 a-41 雞肉+鮪魚+干貝;80.0;19.0;61.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-12-12;01:45;10:20, ;Wet;ciao;旨定濃湯罐系列 a-232 (鰹魚+雞肉+柴魚片);75.0;25.9;49.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;阿吉醒著的時候, 都會一直叫/10:20 => 吃完天然密碼接著吃;
2025-12-12;01:45;-;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;27.5;27.5;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-12;02:10;14:08, 18:16, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;21.2;13.6;7.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;天然密碼有加排毛粉當誘食;
2025-12-12;10:20;-;Wet;mon petit 貓倍麗;嚴選金罐特選汁煮鮪魚大餐(特選吞拿魚);85.0;53.4;31.6;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-12-12;10:20;22:00, 23:19, 1:29, 3:55, 6:23, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;44.2;1.5;42.7;❌ No, not interested;💕 Love it So Much;❌ - 💕;撒排毛粉誘食;
2025-12-12;12:50;-;Wet;莉莉廚房;雞肉+火腿撕絲罐;80.0;80.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-12-13;01:40;10:15, ;Wet;ciao;ic-502 貓用極致濃湯肉塊餐包 - 鰹魚+雞肉+柴魚片 x2;60.0;22.8;37.2;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-13;01:40;10:14, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;23.4;8.9;14.5;❌ No, not interested;🔺 So So;❌ - 🔺;天然密碼有加排毛粉當誘食;
2025-12-13;03:20;14:45;Freeze-Dried;汪喵星球;凍乾主食餐 安心雞肉餐;11.7;4.5;7.2;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-13;11:05;21:36, ;Wet;ciao;多樂米濃湯罐 a-43 (雞肉+鮪魚+蟹肉);80.0;32.3;47.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-13;11:05;19:39, 22:31, ;Freeze-Dried;汪喵星球;凍乾主食餐 安心雞肉餐;14.5;6.7;7.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-13;11:05;21:35, 4:29, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;37.9;14.4;23.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-14;01:45;12:11, 13:41, 16:01, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;21.5;10.6;10.9;❌ No, not interested;🔺 So So;❌ - 🔺;天然密碼有加排毛粉當誘食;
2025-12-14;01:45;-;Wet;kisspure 親純;白雞肉;80.0;72.6;7.4;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-12-14;01:45;13:42, ;Freeze-Dried;汪喵星球;凍乾主食餐 安心雞肉餐;11.4;9.0;2.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-14;09:35;5:17, ;Freeze-Dried;汪喵星球;凍乾主食餐 安心雞肉餐;16.3;7.8;8.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-14;09:35;22:04, 1:12, ;Wet;ciao;豪華罐 a-141 鮪魚+雞肉+頂級鮪魚;80.0;19.2;60.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-12-14;09:35;21:00, 22:03, 1:10,  5:16, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;49.8;8.1;41.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-14;23:01;13:43, ;Wet;ciao;豪華雞三味餐包 ic-531 (雞肉口味);60.0;24.2;35.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-12-15;01:10;-;Wet;銀湯匙;貓罐頭 濃郁鮪魚 tw tmp 123;70.0;70.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;1:30 咬人;
2025-12-15;01:10;10:45, ;Freeze-Dried;汪喵星球;小方粒 凍乾主食餐 安心雞肉餐;20.0;14.5;5.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-12-15;01:10;9:57, 14:05, 15:55, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;21.4;6.7;14.7;❌ No, not interested;🔺 So So;❌ - 🔺;天然密碼有加排毛粉當誘食;
2025-12-15;10:00;"21:51, 2;44, ";Wet;axia;新金罐濃厚6號- 鮪. 蟹棒;70.0;16.8;53.2;🔺 No, not really. Ate A Little;💕 Love it So Much;🔺 - 💕;"";
2025-12-15;10:00;21:12, 21:49, 2:41, 8:50, ;Kibble;天然密碼;無穀鴨肉&火雞肉 全齡貓配方;17.3;0.9;16.4;❌ No, not interested;💕 Love it So Much;❌ - 💕;天然密碼有加排毛粉當誘食;
